Dato;Track;Race Number;Distance;Surface;Prize money;Starting position;Jockey;Jockey weight;Country;Horse age;TrainerName;Race time;Path;Final place;FGrating;Odds;RaceType;HorseId;JockeyId;TrainerID
14.10.2017;Sha Tin;8;1000;Gress;1310000;1;K C Leung;51;Australia;4;TP Yung;57,84;0;7;111;6;Handicap;22763;8656;6690
05.11.2017;Sha Tin;3;1000;Gress;1310000;12;K C Leung;51;Australia;4;TP Yung;57,55;0;9;112;7,5;Handicap;22763;8656;6690
06.12.2017;Happy Valley;2;1200;Gress;880000;9;Z Purton;60;Australia;4;TP Yung;70,76;3;6;124;12;Handicap;22763;8650;6690
21.02.2018;Happy Valley;3;1200;Gress;880000;2;Z Purton;60;Australia;5;TP Yung;70,56;0;2;121;1,9;Handicap;22763;8650;6690
11.04.2018;Happy Valley;5;1000;Gress;1310000;7;K Teetan;52;Australia;5;TP Yung;57,7;2;9;117;4,1;Handicap;22763;8652;6690
20.03.2019;Happy Valley;2;1200;Gress;920000;2;K C Leung;60;Australia;6;TP Yung;70,49;3;8;113;15;Handicap;22763;8656;6690
10.04.2019;Happy Valley;2;1200;Gress;690000;2;K C Leung;59;Australia;6;TP Yung;70,93;0;8;107;10;Handicap;22763;8656;6690
05.05.2019;Sha Tin;4;1000;Gress;920000;13;K C Leung;59;Australia;6;TP Yung;57,54;0;2;115;8,5;Handicap;22763;8656;6690
18.05.2019;Sha Tin;2;1000;Gress;920000;6;K H Chan;54;Australia;6;TP Yung;55,34;0;2;117;8;Handicap;22763;8875;6690
02.06.2019;Sha Tin;2;1000;Gress;920000;6;K C Leung;60;Australia;6;TP Yung;55,98;0;3;114;9,8;Handicap;22763;8656;6690
01.07.2019;Sha Tin;3;1000;Gress;920000;8;K C Leung;60;Australia;6;TP Yung;56,61;0;1;123;3,7;Handicap;22763;8656;6690
01.09.2019;Sha Tin;9;1000;Gress;1450000;2;K C Leung;54;Australia;6;TP Yung;56,92;0;2;125;10;Handicap;22763;8656;6690
25.09.2019;Happy Valley;6;1000;Gress;1450000;9;K C Leung;56;Australia;6;TP Yung;57,58;1;3;123;15;Handicap;22763;8656;6690
20.10.2019;Sha Tin;4;1000;Gress;1450000;11;K C Leung;55;Australia;6;TP Yung;56,04;0;5;121;19;Handicap;22763;8656;6690
09.11.2019;Sha Tin;5;1000;Gress;1450000;8;K C Leung;55;Australia;6;TP Yung;56,58;0;1;125;12;Handicap;22763;8656;6690
01.12.2019;Sha Tin;7;1000;Gress;1450000;9;K C Leung;58;Australia;6;TP Yung;57,42;0;10;110;15;Handicap;22763;8656;6690
05.01.2020;Sha Tin;3;1000;Gress;1450000;8;C Schofield;59;Australia;7;TP Yung;57,18;0;9;117;11;Handicap;22763;8655;6690
02.02.2020;Sha Tin;8;1000;Gress;1450000;9;K H Chan;55;Australia;7;TP Yung;58,42;0;14;92;36;Handicap;22763;8875;6690
23.02.2020;Sha Tin;5;1200;Gress;1450000;2;M L Yeung;59;Australia;7;TP Yung;71,99;1;13;92;179;Handicap;22763;8661;6690
18.03.2020;Happy Valley;3;1000;Gress;1450000;8;H N Wong;56;Australia;7;TP Yung;58,57;1;12;94;185;Handicap;22763;8660;6690
05.04.2020;Sha Tin;2;1200;Gress;1450000;3;V Borges;55;Australia;7;TP Yung;71,62;0;11;94;148;Handicap;22763;8905;6690
22.04.2020;Happy Valley;8;1200;Gress;1450000;4;H W Lai;56;Australia;7;TP Yung;73,6;0;11;87;89;Handicap;22763;8664;6690
06.09.2017;Happy Valley;6;1200;Gress;1310000;11;Douglas Whyte;56;New Zealand;5;CH Yip;70,61;0;4;117;47;Handicap;22764;8446;6687
20.09.2017;Happy Valley;7;1200;Gress;1310000;3;Douglas Whyte;55;New Zealand;5;CH Yip;69,87;0;1;123;4,8;Handicap;22764;8446;6687
18.10.2017;Happy Valley;7;1200;Gress;1310000;8;Douglas Whyte;57;New Zealand;5;CH Yip;70,55;4;9;126;7,2;Handicap;22764;8446;6687
29.11.2017;Happy Valley;7;1200;Gress;1310000;12;Tommy Berry;58;New Zealand;5;CH Yip;70,77;3;7;124;73;Handicap;22764;8609;6687
20.12.2017;Happy Valley;7;1200;Gress;1310000;2;Tommy Berry;57;New Zealand;5;CH Yip;70,07;3;6;124;10;Handicap;22764;8609;6687
21.01.2018;Sha Tin;3;1400;Gress;1310000;13;Z Purton;57;New Zealand;6;CH Yip;83,07;4;10;124;14;Handicap;22764;8650;6687
07.02.2018;Happy Valley;7;1200;Gress;1310000;7;N Callan;56;New Zealand;6;CH Yip;70,44;3;6;126;22;Handicap;22764;8651;6687
07.03.2018;Happy Valley;6;1200;Gress;1310000;10;N Callan;55;New Zealand;6;CH Yip;70,11;4;6;126;38;Handicap;22764;8651;6687
28.03.2018;Happy Valley;7;1200;Gress;1310000;9;Douglas Whyte;55;New Zealand;6;CH Yip;69,72;1;5;118;22;Handicap;22764;8446;6687
25.04.2018;Happy Valley;8;1200;Gress;1310000;10;Douglas Whyte;55;New Zealand;6;CH Yip;70,21;3;6;124;25;Handicap;22764;8446;6687
16.05.2018;Happy Valley;6;1200;Gress;1310000;7;Douglas Whyte;53;New Zealand;6;CH Yip;70,56;4;6;120;9,4;Handicap;22764;8446;6687
18.10.2018;Happy Valley;8;1200;Gress;1380000;8;Douglas Whyte;54;New Zealand;6;CH Yip;70,06;2;4;124;16;Handicap;22764;8446;6687
14.11.2018;Happy Valley;6;1200;Gress;1380000;12;Douglas Whyte;54;New Zealand;6;CH Yip;70,6;3;5;121;10;Handicap;22764;8446;6687
26.12.2018;Happy Valley;5;1200;Gress;920000;3;A Badel;60;New Zealand;6;C Fownes;70,29;2;4;126;3,1;Handicap;22764;8665;6529
06.01.2019;Sha Tin;7;1200;Dirt;920000;6;Z Purton;60;New Zealand;7;C Fownes;69,41;2;7;118;1,7;Handicap;22764;8650;6529
27.02.2019;Happy Valley;4;1200;Gress;920000;8;C Y Ho;59;New Zealand;7;C Fownes;70,28;2;6;115;9,4;Handicap;22764;8659;6529
10.03.2019;Sha Tin;4;1400;Gress;920000;1;Martin Harley;59;New Zealand;7;C Fownes;83,46;0;2;115;5,4;Handicap;22764;8486;6529
20.09.2017;Happy Valley;8;1200;Gress;1860000;3;H T Mo;53;Australia;8;AT Millard;69,9;2;4;127;8,9;Handicap;22765;8657;6524
08.10.2017;Sha Tin;10;1400;Gress;1860000;5;H T Mo;52;Australia;8;AT Millard;83,19;3;13;118;17;Handicap;22765;8657;6524
05.11.2017;Sha Tin;10;1400;Gress;1860000;11;H T Mo;55;Australia;8;AT Millard;81,97;3;7;127;99;Handicap;22765;8657;6524
20.12.2017;Happy Valley;8;1200;Gress;1860000;12;K C Leung;51;Australia;8;AT Millard;69,96;5;10;126;30;Handicap;22765;8656;6524
10.01.2018;Happy Valley;8;1200;Gress;1860000;8;A Badel;55;Australia;9;AT Millard;70,93;0;10;112;31;Handicap;22765;8665;6524
28.01.2018;Sha Tin;5;1200;Gress;1310000;6;H N Wong;58;Australia;9;AT Millard;73,02;2;13;89;30;Handicap;22765;8660;6524
23.12.2017;Sha Tin;7;1200;Gress;1310000;4;W M Lai;55;Australia;4;CH Yip;70,97;2;12;111;99;Handicap;22766;8674;6687
21.01.2018;Sha Tin;10;1400;Gress;1310000;1;H W Lai;54;Australia;5;CH Yip;83,15;1;8;117;99;Handicap;22766;8664;6687
07.02.2018;Happy Valley;8;1650;Gress;1310000;12;A Badel;53;Australia;5;CH Yip;100,88;1;3;116;71;Handicap;22766;8665;6687
07.03.2018;Happy Valley;8;1650;Gress;1310000;8;Joao Moreira;53;Australia;5;CH Yip;102,08;5;11;108;5,8;Handicap;22766;8443;6687
15.04.2018;Sha Tin;3;1600;Gress;1310000;9;M F Poon;51;Australia;5;CH Yip;98,35;1;9;98;27;Handicap;22766;8658;6687
16.05.2018;Happy Valley;4;1650;Gress;880000;3;Douglas Whyte;60;Australia;5;CH Yip;100,91;3;8;116;11;Handicap;22766;8446;6687
28.10.2018;Happy Valley;5;1200;Gress;920000;1;U Rispoli;56;Australia;5;CH Yip;71,29;1;3;114;19;Handicap;22766;8662;6687
21.11.2018;Happy Valley;6;1650;Gress;920000;3;U Rispoli;57;Australia;5;CH Yip;101,86;3;6;115;7,9;Handicap;22766;8662;6687
09.01.2019;Happy Valley;3;1200;Gress;920000;5;Z Purton;55;Australia;6;C Fownes;70,56;0;1;115;3,2;Handicap;22766;8650;6529
30.01.2019;Happy Valley;4;1200;Gress;920000;11;Z Purton;60;Australia;6;C Fownes;71,04;3;8;119;3,2;Handicap;22766;8650;6529
06.03.2019;Happy Valley;2;1200;Gress;920000;5;K Teetan;60;Australia;6;C Fownes;70,56;3;4;122;4,7;Handicap;22766;8652;6529
13.03.2019;Happy Valley;4;1650;Gress;920000;9;Z Purton;60;Australia;6;C Fownes;100,84;3;6;117;5,8;Handicap;22766;8650;6529
15.05.2019;Happy Valley;1;1000;Gress;920000;2;C Schofield;60;Australia;6;C Fownes;57,8;1;3;116;18;Handicap;22766;8655;6529
23.06.2019;Sha Tin;5;1200;Gress;920000;3;C Schofield;60;Australia;6;C Fownes;70,2;0;9;104;23;Handicap;22766;8655;6529
07.07.2019;Sha Tin;5;1200;Dirt;920000;4;H N Wong;59;Australia;6;C Fownes;71,34;3;9;107;58;Handicap;22766;8660;6529
06.11.2019;Happy Valley;1;1200;Gress;967000;4;A Sanna;59;Australia;6;C Fownes;69,98;3;6;115;19;Handicap;22766;8672;6529
27.11.2019;Happy Valley;2;1200;Gress;967000;10;A Sanna;58;Australia;6;C Fownes;70,46;2;8;112;34;Handicap;22766;8672;6529
15.01.2020;Happy Valley;6;1200;Gress;967000;1;A Badel;57;Australia;7;C Fownes;70,14;3;9;116;10;Handicap;22766;8665;6529
29.01.2020;Happy Valley;1;1200;Gress;967000;7;Blake Shinn;56;Australia;7;C Fownes;70,22;2;2;114;21;Handicap;22766;8778;6529
12.02.2020;Happy Valley;1;1200;Gress;967000;2;Blake Shinn;56;Australia;7;C Fownes;69,74;3;2;118;7;Handicap;22766;8778;6529
26.02.2020;Happy Valley;4;1000;Gress;967000;3;N Callan;57;Australia;7;C Fownes;56,89;1;2;119;19;Handicap;22766;8651;6529
25.03.2020;Happy Valley;5;1200;Gress;967000;6;N Callan;59;Australia;7;C Fownes;70,39;2;1;117;4,6;Handicap;22766;8651;6529
15.04.2020;Happy Valley;5;1200;Gress;967000;11;N Callan;60;Australia;7;C Fownes;70,03;2;2;122;19;Handicap;22766;8651;6529
06.05.2020;Happy Valley;1;1200;Gress;967000;12;N Callan;60;Australia;7;C Fownes;70,56;2;7;114;14;Handicap;22766;8651;6529
20.05.2020;Happy Valley;8;1200;Gress;1450000;8;M L Yeung;51;Australia;7;C Fownes;70,01;2;6;115;50;Handicap;22766;8661;6529
24.09.2017;Sha Tin;8;1200;Dirt;1310000;12;Brett Prebble;56;Australia;7;F C Lor;69,5;2;1;131;8,6;Handicap;22767;8453;6726
29.10.2017;Happy Valley;6;1200;Gress;1310000;5;H T Mo;56;Australia;7;F C Lor;70,83;4;8;119;9,1;Handicap;22767;8657;6726
26.11.2017;Sha Tin;3;1200;Dirt;1310000;7;Brett Prebble;58;Australia;7;F C Lor;69,21;1;2;125;9,9;Handicap;22767;8453;6726
17.12.2017;Sha Tin;9;1200;Dirt;1310000;5;Brett Prebble;59;Australia;7;F C Lor;69,46;3;7;127;10;Handicap;22767;8453;6726
13.01.2018;Sha Tin;9;1200;Dirt;1310000;4;Brett Prebble;59;Australia;8;F C Lor;68,53;3;3;131;17;Handicap;22767;8453;6726
24.01.2018;Sha Tin;7;1200;Dirt;1310000;9;Brett Prebble;55;Australia;8;F C Lor;69,02;5;8;125;8,6;Handicap;22767;8453;6726
22.09.2018;Sha Tin;6;1200;Dirt;1380000;4;N Callan;56;Australia;8;F C Lor;68,78;3;3;128;5,3;Handicap;22767;8651;6726
13.10.2018;Sha Tin;7;1200;Dirt;1380000;6;N Callan;57;Australia;8;F C Lor;69,01;2;7;125;7,2;Handicap;22767;8651;6726
10.11.2018;Sha Tin;9;1200;Dirt;1380000;2;A Badel;58;Australia;8;F C Lor;69,18;2;2;129;9,6;Handicap;22767;8665;6726
19.12.2018;Sha Tin;8;1200;Dirt;1380000;9;A Badel;59;Australia;8;F C Lor;68,96;2;3;123;7,5;Handicap;22767;8665;6726
07.02.2018;Happy Valley;8;1650;Gress;1310000;10;H T Mo;51;New Zealand;6;CS Shum;102,25;6;12;110;25;Handicap;22768;8657;6685
21.03.2018;Happy Valley;7;1650;Gress;1310000;1;M L Yeung;54;New Zealand;6;CS Shum;100,24;0;6;115;19;Handicap;22768;8661;6685
09.05.2018;Happy Valley;6;1650;Gress;1310000;10;A Sanna;54;New Zealand;6;CS Shum;101,91;4;9;117;20;Handicap;22768;8672;6685
08.11.2017;Happy Valley;8;1200;Gress;1860000;3;Brett Prebble;59;Irland;4;D Hall;70,13;0;7;131;12;Handicap;22770;8453;6519
26.11.2017;Sha Tin;7;1000;Gress;1860000;12;M F Poon;54;Irland;4;D Hall;56,92;0;7;128;18;Handicap;22770;8658;6519
12.05.2018;Sha Tin;9;1000;Gress;1860000;4;Tommy Berry;57;Irland;5;D Hall;56,56;0;14;123;68;Handicap;22770;8609;6519
05.09.2018;Happy Valley;8;1200;Gress;1950000;11;C Y Ho;59;Irland;5;D Hall;70,91;0;5;129;17;Handicap;22770;8659;6519
22.09.2018;Sha Tin;10;1400;Gress;1950000;2;C Y Ho;58;Irland;5;D Hall;81,85;0;9;130;31;Handicap;22770;8659;6519
07.10.2018;Sha Tin;10;1400;Gress;1950000;12;C Y Ho;59;Irland;5;D Hall;82,49;1;10;130;99;Handicap;22770;8659;6519
28.10.2018;Happy Valley;7;1650;Gress;1950000;6;C Y Ho;59;Irland;5;D Hall;100,87;0;3;132;10;Handicap;22770;8659;6519
25.11.2018;Sha Tin;7;1600;Gress;2625000;4;K C Leung;54;Irland;5;D Hall;97,18;0;11;116;55;Handicap;22770;8656;6519
09.01.2019;Happy Valley;8;1200;Gress;1950000;11;C Y Ho;59;Irland;6;D Hall;69,9;1;5;134;14;Handicap;22770;8659;6519
30.01.2019;Happy Valley;8;1200;Gress;1950000;6;K Teetan;60;Irland;6;D Hall;70,41;2;6;132;13;Handicap;22770;8652;6519
13.02.2019;Happy Valley;6;1200;Gress;2625000;7;C Y Ho;52;Irland;6;D Hall;69,47;0;4;125;20;Handicap;22770;8659;6519
06.03.2019;Happy Valley;8;1200;Gress;1950000;3;C Schofield;57;Irland;6;D Hall;69,78;1;2;134;8,3;Handicap;22770;8655;6519
27.03.2019;Happy Valley;7;1000;Gress;1950000;8;C Y Ho;58;Irland;6;D Hall;57,13;1;7;130;13;Handicap;22770;8659;6519
22.04.2019;Sha Tin;7;1200;Dirt;1950000;7;C Schofield;56;Irland;6;D Hall;69,13;2;6;120;57;Handicap;22770;8655;6519
11.05.2019;Sha Tin;9;1000;Gress;1950000;4;C Schofield;55;Irland;6;D Hall;55,92;0;8;125;109;Handicap;22770;8655;6519
22.05.2019;Happy Valley;8;1200;Gress;1950000;12;C Schofield;59;Irland;6;D Hall;70,17;0;7;120;17;Handicap;22770;8655;6519
26.06.2019;Happy Valley;7;1000;Gress;1950000;1;N Callan;55;Irland;6;D Hall;57,09;0;5;119;10;Handicap;22770;8651;6519
10.07.2019;Happy Valley;9;1200;Gress;1950000;6;N Callan;55;Irland;6;D Hall;70,7;3;9;121;14;Handicap;22770;8651;6519
01.10.2019;Sha Tin;10;1200;Gress;2100000;7;M Chadwick;53;Irland;6;D Hall;69,31;0;9;118;126;Handicap;22770;8663;6519
23.10.2019;Happy Valley;9;1200;Gress;2100000;10;M F Poon;52;Irland;6;D Hall;69,26;2;2;128;42;Handicap;22770;8658;6519
01.12.2019;Sha Tin;8;1200;Dirt;2100000;2;M F Poon;52;Irland;6;D Hall;68,95;0;8;112;34;Handicap;22770;8658;6519
18.12.2019;Happy Valley;9;1200;Gress;2100000;2;M F Poon;53;Irland;6;D Hall;69,29;0;5;120;7,5;Handicap;22770;8658;6519
26.12.2019;Happy Valley;8;1650;Gress;2100000;11;M F Poon;53;Irland;6;D Hall;101,5;5;11;115;33;Handicap;22770;8658;6519
05.02.2020;Happy Valley;8;1200;Gress;1450000;10;Z Purton;60;Irland;7;D Hall;70,04;3;5;130;9;Handicap;22770;8650;6519
26.11.2017;Sha Tin;5;1200;Dirt;1310000;10;N Rawiller;56;Australia;4;CH Yip;69,43;3;5;126;14;Handicap;22771;8654;6687
17.12.2017;Sha Tin;9;1200;Dirt;1310000;6;N Rawiller;57;Australia;4;CH Yip;69,26;0;3;120;13;Handicap;22771;8654;6687
07.01.2018;Sha Tin;9;1400;Gress;1310000;8;U Rispoli;55;Australia;5;CH Yip;83;0;6;115;14;Handicap;22771;8662;6687
04.02.2018;Sha Tin;9;1200;Gress;1310000;8;Z Purton;56;Australia;5;CH Yip;69,98;2;2;124;8,4;Handicap;22771;8650;6687
11.03.2018;Sha Tin;8;1200;Gress;1310000;1;Z Purton;54;Australia;5;CH Yip;69,26;1;1;125;3,5;Handicap;22771;8650;6687
15.04.2018;Sha Tin;11;1200;Gress;1310000;11;N Callan;57;Australia;5;CH Yip;70,22;3;7;119;7,3;Handicap;22771;8651;6687
29.04.2018;Sha Tin;5;1200;Gress;1310000;5;Tommy Berry;57;Australia;5;CH Yip;69,98;2;7;125;14;Handicap;22771;8609;6687
09.05.2018;Happy Valley;8;1200;Gress;1310000;5;Douglas Whyte;57;Australia;5;CH Yip;70,92;1;5;120;17;Handicap;22771;8446;6687
02.09.2018;Sha Tin;9;1200;Gress;1380000;11;U Rispoli;57;Australia;5;CH Yip;70,15;1;9;117;8,4;Handicap;22771;8662;6687
12.09.2018;Happy Valley;6;1000;Gress;1380000;4;U Rispoli;57;Australia;5;CH Yip;57,88;1;3;126;5,7;Handicap;22771;8662;6687
18.10.2018;Happy Valley;6;1000;Gress;1380000;7;U Rispoli;57;Australia;5;CH Yip;57,67;3;3;125;6,6;Handicap;22771;8662;6687
07.11.2018;Happy Valley;5;1200;Gress;1380000;4;A Badel;57;Australia;5;CH Yip;71,42;2;12;111;10;Handicap;22771;8665;6687
07.02.2019;Sha Tin;9;1200;Gress;1380000;5;U Rispoli;56;Australia;6;KL Man;70,14;2;9;121;26;Handicap;22771;8662;6693
10.03.2019;Sha Tin;10;1200;Gress;1380000;6;K C Leung;56;Australia;6;KL Man;70,03;0;3;122;66;Handicap;22771;8656;6693
31.03.2019;Sha Tin;8;1400;Gress;1380000;8;H T Mo;55;Australia;6;KL Man;81,78;0;1;123;33;Handicap;22771;8657;6693
22.04.2019;Sha Tin;10;1400;Gress;1380000;3;H T Mo;57;Australia;6;KL Man;82,01;0;4;115;8,8;Handicap;22771;8657;6693
18.05.2019;Sha Tin;7;1400;Gress;1380000;3;K H Chan;54;Australia;6;KL Man;81,38;0;1;122;8,7;Handicap;22771;8875;6693
16.06.2019;Sha Tin;6;1400;Gress;1380000;13;K H Chan;56;Australia;6;KL Man;82,43;0;12;112;12;Handicap;22771;8875;6693
15.09.2019;Sha Tin;5;1200;Gress;1450000;1;K H Chan;56;Australia;6;KL Man;68,93;1;5;121;5,6;Handicap;22771;8875;6693
20.10.2019;Sha Tin;10;1400;Gress;1450000;5;K H Chan;56;Australia;6;KL Man;81,59;0;7;119;23;Handicap;22771;8875;6693
27.11.2019;Happy Valley;9;1200;Gress;1450000;11;H T Mo;59;Australia;6;KL Man;71,02;1;12;110;42;Handicap;22771;8657;6693
18.12.2019;Happy Valley;8;1200;Gress;1450000;2;K H Chan;55;Australia;6;KL Man;69,91;0;9;113;42;Handicap;22771;8875;6693
27.01.2020;Sha Tin;11;1200;Gress;1450000;10;K H Chan;54;Australia;7;KL Man;70,72;1;12;104;64;Handicap;22771;8875;6693
16.02.2020;Sha Tin;9;1200;Gress;1450000;4;K H Chan;53;Australia;7;KL Man;70,08;0;4;116;42;Handicap;22771;8875;6693
04.03.2020;Happy Valley;8;1200;Gress;1450000;10;K H Chan;54;Australia;7;KL Man;73,31;6;12;86;37;Handicap;22771;8875;6693
22.11.2017;Happy Valley;4;1200;Gress;880000;10;C Schofield;54;Australia;5;WY So;70,9;3;6;112;5;Handicap;22772;8655;6683
17.12.2017;Sha Tin;4;1200;Dirt;880000;12;K C Leung;53;Australia;5;WY So;69,59;5;5;118;24;Handicap;22772;8656;6683
13.01.2018;Sha Tin;5;1200;Gress;880000;6;C Schofield;54;Australia;6;WY So;69,96;2;2;112;6;Handicap;22772;8655;6683
07.02.2018;Happy Valley;5;1200;Gress;880000;4;C Schofield;54;Australia;6;WY So;71,34;3;9;113;47;Handicap;22772;8655;6683
03.03.2018;Sha Tin;6;1400;Gress;880000;3;Brett Prebble;54;Australia;6;WY So;82,86;0;10;107;12;Handicap;22772;8453;6683
25.03.2018;Sha Tin;6;1200;Dirt;880000;5;C Schofield;53;Australia;6;WY So;70,33;3;4;107;5,1;Handicap;22772;8655;6683
02.04.2018;Sha Tin;8;1400;Gress;880000;11;K C Ng;50;Australia;6;WY So;83,66;0;10;101;56;Handicap;22772;8669;6683
21.04.2018;Sha Tin;2;1650;Dirt;880000;2;K C Ng;51;Australia;6;WY So;99,09;4;9;110;20;Handicap;22772;8669;6683
09.09.2018;Sha Tin;1;1000;Gress;690000;3;H N Wong;57;Australia;6;WY So;58,24;0;2;107;7,6;Handicap;22772;8660;6683
07.10.2018;Sha Tin;4;1400;Gress;690000;8;H N Wong;58;Australia;6;WY So;83,14;1;4;105;12;Handicap;22772;8660;6683
31.10.2018;Sha Tin;1;1650;Dirt;690000;1;C Schofield;58;Australia;6;WY So;99,17;1;1;118;8,5;Handicap;22772;8655;6683
18.11.2018;Sha Tin;2;1650;Dirt;920000;1;C Schofield;53;Australia;6;WY So;98,8;2;2;115;4,4;Handicap;22772;8655;6683
19.12.2018;Sha Tin;3;1650;Dirt;920000;4;C Schofield;54;Australia;6;WY So;99,48;5;3;117;3,6;Handicap;22772;8655;6683
12.01.2019;Sha Tin;6;1650;Dirt;920000;11;Silvestre De Sousa;54;Australia;7;WY So;103,42;1;13;70;11;Handicap;22772;4340;6683
24.02.2019;Sha Tin;5;1650;Dirt;920000;1;C Y Ho;53;Australia;7;WY So;99,21;1;4;110;10;Handicap;22772;8659;6683
13.03.2019;Happy Valley;5;1650;Gress;920000;1;G van Niekerk;53;Australia;7;WY So;102,42;0;11;91;25;Handicap;22772;8831;6683
27.03.2019;Happy Valley;2;1650;Gress;920000;10;H N Wong;51;Australia;7;WY So;103,03;5;12;88;152;Handicap;22772;8660;6683
03.09.2017;Sha Tin;2;1600;Gress;660000;9;H T Mo;49;Australia;5;AS Cruz;96,5;4;3;102;9,2;Handicap;22773;8657;6684
20.09.2017;Happy Valley;3;1800;Gress;660000;3;Douglas Whyte;53;Australia;5;AS Cruz;111,3;1;9;98;6,4;Handicap;22773;8446;6684
14.10.2017;Sha Tin;1;1600;Gress;660000;6;H T Mo;49;Australia;5;AS Cruz;95,67;2;6;94;8;Handicap;22773;8657;6684
29.10.2017;Happy Valley;1;2200;Gress;660000;7;H T Mo;50;Australia;5;AS Cruz;139,46;7;6;100;14;Handicap;22773;8657;6684
22.11.2017;Happy Valley;2;2200;Gress;660000;12;C Schofield;51;Australia;5;AS Cruz;139,8;8;11;97;25;Handicap;22773;8655;6684
17.12.2017;Sha Tin;2;1800;Gress;660000;7;M Chadwick;51;Australia;5;AS Cruz;109,15;2;9;94;27;Handicap;22773;8663;6684
01.01.2018;Sha Tin;2;1600;Gress;660000;8;M Chadwick;51;Australia;6;AS Cruz;97,08;1;6;94;33;Handicap;22773;8663;6684
21.01.2018;Sha Tin;2;2000;Gress;660000;10;M Chadwick;51;Australia;6;AS Cruz;125,79;0;11;88;28;Handicap;22773;8663;6684
25.02.2018;Sha Tin;3;2000;Gress;660000;4;K C Ng;50;Australia;6;AS Cruz;125,2;3;10;92;39;Handicap;22773;8669;6684
07.03.2018;Happy Valley;1;1800;Gress;660000;6;K C Ng;50;Australia;6;AS Cruz;110,91;3;10;97;39;Handicap;22773;8669;6684
21.03.2018;Happy Valley;1;2200;Gress;660000;2;K C Ng;50;Australia;6;AS Cruz;141,46;1;11;88;52;Handicap;22773;8669;6684
08.04.2018;Sha Tin;2;1800;Dirt;660000;11;W M Lai;51;Australia;6;AS Cruz;112,1;6;10;92;44;Handicap;22773;8674;6684
24.09.2017;Sha Tin;7;1200;Gress;1310000;8;N Rawiller;59;Australia;4;C Fownes;69,92;1;6;123;49;Handicap;22775;8654;6529
08.10.2017;Sha Tin;8;1200;Gress;1310000;4;N Rawiller;58;Australia;4;C Fownes;70,08;3;7;124;11;Handicap;22775;8654;6529
05.11.2017;Sha Tin;9;1400;Gress;1310000;5;Brett Prebble;56;Australia;4;C Fownes;82,79;4;9;118;21;Handicap;22775;8453;6529
10.09.2017;Sha Tin;7;1400;Gress;2500000;6;H W Lai;52;Australia;7;CS Shum;82,83;3;8;117;99;Handicap;22776;8664;6685
05.10.2017;Happy Valley;8;1800;Gress;1860000;12;N Rawiller;56;Australia;7;CS Shum;109,52;4;6;133;70;Handicap;22776;8654;6685
22.10.2017;Sha Tin;6;1800;Gress;1860000;8;N Rawiller;55;Australia;7;CS Shum;107,49;4;9;133;43;Handicap;22776;8654;6685
19.11.2017;Sha Tin;5;1800;Gress;1860000;7;N Rawiller;58;Australia;7;CS Shum;119,28;3;12;35;59;Handicap;22776;8654;6685
20.09.2017;Happy Valley;5;1200;Gress;880000;6;M L Yeung;54;Australia;4;F C Lor;71,15;0;6;100;99;Handicap;22777;8661;6726
18.10.2017;Happy Valley;3;1650;Gress;880000;11;M L Yeung;53;Australia;4;F C Lor;101,29;5;8;108;40;Handicap;22777;8661;6726
08.11.2017;Happy Valley;4;1650;Gress;880000;5;M L Yeung;52;Australia;4;F C Lor;101,8;0;9;103;19;Handicap;22777;8661;6726
27.12.2017;Happy Valley;3;1650;Gress;880000;2;M L Yeung;50;Australia;4;A Lee;102,91;0;12;96;66;Handicap;22777;8661;6695
28.02.2018;Sha Tin;1;1200;Dirt;660000;11;M L Yeung;58;Australia;5;A Lee;71,3;5;10;93;67;Handicap;22777;8661;6695
11.03.2018;Sha Tin;5;1650;Dirt;880000;7;M L Yeung;50;Australia;5;A Lee;101,83;3;14;80;99;Handicap;22777;8661;6695
02.05.2018;Sha Tin;2;1800;Dirt;660000;4;M L Yeung;56;Australia;5;A Lee;111,66;0;13;76;72;Handicap;22777;8661;6695
29.11.2017;Happy Valley;2;1200;Gress;880000;12;M Chadwick;57;Australia;4;AS Cruz;71,44;0;11;97;81;Handicap;22778;8663;6684
17.12.2017;Sha Tin;6;1400;Gress;880000;12;C Y Ho;56;Australia;4;AS Cruz;83,65;3;9;110;99;Handicap;22778;8659;6684
01.01.2018;Sha Tin;3;1400;Gress;880000;4;C Y Ho;56;Australia;5;AS Cruz;83,56;2;8;108;21;Handicap;22778;8659;6684
18.02.2018;Sha Tin;4;1200;Gress;880000;2;A Badel;55;Australia;5;AS Cruz;70,75;0;4;109;16;Handicap;22778;8665;6684
03.03.2018;Sha Tin;6;1400;Gress;880000;1;K C Ng;54;Australia;5;AS Cruz;82,98;0;11;106;29;Handicap;22778;8669;6684
14.03.2018;Happy Valley;5;1200;Gress;880000;8;A Sanna;55;Australia;5;AS Cruz;70,8;2;4;114;13;Handicap;22778;8672;6684
28.03.2018;Happy Valley;2;1650;Gress;880000;1;A Sanna;54;Australia;5;AS Cruz;100,41;0;10;106;10;Handicap;22778;8672;6684
16.05.2018;Happy Valley;2;1200;Gress;880000;10;A Sanna;54;Australia;5;AS Cruz;70,75;4;10;109;35;Handicap;22778;8672;6684
